,t1,t2,rel
5089,dji spark,zerotech dobby,sibling
5090,wingsland s6,dji spark,sibling
5091,intelligence community,ic,synonym
5092,ic,intelligence community,synonym
5093,ic,intra cloud,synonym
5094,ic,intelligent controller,synonym
5095,ic,integrated circuit,synonym
5096,ic,incident commander,synonym
5097,department of aviation,doav,synonym
5098,doav,department of aviation,synonym
5099,networking protocols,bluetooth le,synonym
5100,bluetooth le,networking protocols,synonym
5101,gnu compiler collection,gcc,synonym
5102,new madrid seismic zone,nmsz,synonym
5103,nmsz,new madrid seismic zone,synonym
5104,new senator caldera,nsc,synonym
5105,aircraft flight manual,afm,synonym
5106,afm,aircraft flight manual,synonym
5107,video transmitter,vtx,synonym
5108,vtx,video transmitter,synonym
5109,inverse modeling,im,synonym
5110,flight risk assessment tool,frat,synonym
5111,frat,flight risk assessment tool,synonym
5112,table of contents,toc,synonym
5113,toc,table of contents,synonym
5114,toc,traffic operations center,synonym
5115,key features,vortex formation,ancestor
5116,high dynamic range,hdr,synonym
5117,hdr,high dynamic range,synonym
5118,hdr,physically based,synonym
5119,av,cv,sibling
5120,av,automated vehicles,synonym
5121,ground control systems,data links,sibling
5122,ground control systems,gcs,synonym
5123,technical solutions,geo fencing,ancestor
5124,japanese high pressure gas safety act,jhpgsa,synonym
5125,jhpgsa,japanese high pressure gas safety act,synonym
5126,africanized honey bees,ahbs,synonym
5127,ahbs,africanized honey bees,synonym
5128,light medium tactical vehicles,lmtv,synonym
5129,lmtv,light medium tactical vehicles,synonym
5130,municipal waste combustor,mwc,synonym
5131,mwc,municipal waste combustor,synonym
5132,mwc,municipal waste cornbustor,synonym
5133,ontario provincial police,opp,synonym
5134,opp,ontario provincial police,synonym
5135,uav navigation,uavn,synonym
5136,uavn,uav navigation,synonym
5137,emergency operations center,eoc,synonym
5138,liberal democratic party,ldp,synonym
5139,ldp,liberal democratic party,synonym
5140,hosted shared desktop,hsd,synonym
5141,hsd,hosted shared desktop,synonym
5142,space situational awareness,ssa,synonym
5143,ssa,space situational awareness,synonym
5144,air navigation order,ano,synonym
5145,ano,air navigation order,synonym
5146,european central bank,ecb,synonym
5147,ecb,european central bank,synonym
5148,electric field instrument,efi,synonym
5149,efi,electric field instrument,synonym
5150,efi,electronic fuel injection,synonym
5151,efi,electric field imaging,synonym
5152,virtual reality scene generator,vrsg,synonym
5153,vrsg,virtual reality scene generator,synonym
5154,vrsg,mace,sibling
5155,high availability,active active,synonym
5156,high availability,ha,synonym
5157,active active,high availability,synonym
5158,common internet file services,cifs,synonym
5159,cifs,common internet file services,synonym
5160,saint helena,sh,synonym
5161,sh,saint helena,synonym
5162,software defined radios,sdr,synonym
5163,flight training affiliate,fta,synonym
5164,fta,flight training affiliate,synonym
5165,legacy management,lm,synonym
5166,lm,legacy management,synonym
5167,lm,loitering munitions,synonym
5168,panama canal,seaway management,ancestor
5169,panama canal,ais,sibling
5170,msmq,soap,sibling
5171,msmq,dds,sibling
5172,msmq,jms,sibling
5173,msmq,message queue,synonym
5174,msmq,amqp,sibling
5175,incremental social learning,isl,synonym
5176,isl,incremental social learning,synonym
5177,ground control interface,gci,synonym
5178,gci,ground control interface,synonym
5179,single objective particle swarm optimizer,sopso,synonym
5180,sopso,single objective particle swarm optimizer,synonym
5181,sopso,mopso,sibling
5182,national ambient air quality standards,naaqs,synonym
5183,naaqs,national ambient air quality standards,synonym
5184,small transport aircraft technology,stat,synonym
5185,stat,small transport aircraft technology,synonym
5186,web services management,wsm,synonym
5187,wsm,web services management,synonym
5188,partially observable markov decision processes,pomdp,synonym
5189,service level agreement,slas,synonym
5190,service level agreement,sla,synonym
5191,inversion of control,ioc,synonym
5192,launch files,live demos,ancestor
5193,integrated communications systems model,icsm,synonym
5194,icsm,integrated communications systems model,synonym
5195,mine countermeasure,mcm,synonym
5196,mcm,mine countermeasure,synonym
5197,mcm,mine countermeasures,synonym
5198,mcm,million cubic meters,synonym
5199,drone swarms,emerging technologies,ancestor
5200,synergistic unmanned manned intelligent teaming,sumit,synonym
5201,sumit,synergistic unmanned manned intelligent teaming,synonym
5202,remotely operated vehicles,rov,synonym
5203,commercial purposes,real estate agents,ancestor
5204,law enforcement intelligence units,leiu,synonym
5205,leiu,law enforcement intelligence units,synonym
5206,motion base simulator,mbs,synonym
5207,mbs,motion base simulator,synonym
5208,remote controlled weapon system,rcws,synonym
5209,rcws,remote controlled weapon system,synonym
5210,air route traffic control center,artcc,synonym
5211,artcc,air route traffic control center,synonym
5212,indian space research organisation,isro,synonym
5213,isro,indian space research organisation,synonym
5214,radio systems,wi fi,ancestor
5215,radio systems,cellular phones,ancestor
5216,radio systems,emergency services,ancestor
5217,radio systems,air traffic control,ancestor
5218,wi fi,cellular phone,sibling
5219,wi fi,wireless home,sibling
5220,military operations areas,moas,synonym
5221,moas,military operations areas,synonym
5222,security content automation protocol,scap,synonym
5223,scap,security content automation protocol,synonym
5224,emerging nondestructive inspection,ndi,synonym
5225,battle management,bm,synonym
5226,bm,battle management,synonym
5227,bm,block match,synonym
5228,civil operations,rpas civops,synonym
5229,rpas civops,civil operations,synonym
5230,intelligent drone systems,ids,synonym
5231,ids,intelligent drone systems,synonym
5232,ids,intelligent display series,synonym
5233,ids,intrusion detection system,synonym
5234,ids,integrated display systems,synonym
5235,extra battery,$109,synonym
5236,$109,extra battery,synonym
5237,$109,aa108,synonym
5238,information management system,ims,synonym
5239,information management system,sis,synonym
5240,jammer guns,anti drone,sibling
5241,anti drone,jammer guns,sibling
5242,web sites,ip,sibling
5243,web sites,amnesty international,ancestor
5244,wireless mesh network,wmn,synonym
5245,wmn,wireless mesh network,synonym
5246,wmn,wireless mesh networks,synonym
5247,static random access memory,sram,synonym
5248,medium range mobile,mrm,synonym
5249,marine air ground task force,magtf,synonym
5250,magtf,marine air ground task force,synonym
5251,european airspace,ultra,synonym
5252,ultra,european airspace,synonym
5253,operational risk management,orm,synonym
5254,orm,operational risk management,synonym
5255,valid military objectives,aqap leaders,ancestor
5256,weather conditions,external factors,ancestor
5257,weather conditions,reduced visibility,ancestor
5258,weather conditions,environmental factors,sibling
5259,weather conditions,high winds,ancestor
5260,stakeholder relevance statement,srs,synonym
5261,srs,stakeholder relevance statement,synonym
5262,srs,stuas recovery system,synonym
5263,night waivers,beyond visual line of sight,sibling
5264,remote piloted aircraft systems,rpas,synonym
5265,future airborne capability environment,face,synonym
5266,face,future airborne capability environment,synonym
5267,wildlife conservation,aerial photography,sibling
5268,health information service provider,hisp,synonym
5269,hisp,health information service provider,synonym
5270,terminal emulation,tty,ancestor
5271,transportation as a service,taas,synonym
5272,taas,transportation as a service,synonym
5273,taas,cavs,sibling
5274,operational concepts,littoral operations,ancestor
5275,technical evaluation team,tet,synonym
5276,tet,technical evaluation team,synonym
5277,"$25,000",pix4d,ancestor
5278,air navigation service providers,ansp,synonym
5279,agar surfaces,robust swarmers,synonym
5280,robust swarmers,agar surfaces,synonym
5281,application identifiers,ais,synonym
5282,trace element,sr isotope,sibling
5283,trace element,te,synonym
5284,trace element,ree,sibling
5285,trace element,rare earth,sibling
5286,sr isotope,trace element,sibling
5287,nsa,gchq,sibling
5288,nsa,intelligence agencies,ancestor
5289,nsa,national security agency,synonym
5290,gchq,nsa,sibling
5291,gchq,intelligence agencies,ancestor
5292,shenzhen,h.k,synonym
5293,h.k,shenzhen,synonym
5294,moving target indicator,mti,synonym
5295,mti,moving target indicator,synonym
5296,mti,moving target indication,synonym
5297,proxy servers,dns servers,sibling
5298,dns servers,proxy servers,sibling
5299,water levels,visibility conditions,sibling
5300,water levels,wind speeds,sibling
5301,visibility conditions,water levels,sibling
5302,visibility conditions,wind speeds,sibling
5303,xiro xplorer mini,parrot bebop,sibling
5304,parrot bebop,xiro xplorer mini,sibling
5305,international risk management institute,irmi,synonym
5306,irmi,international risk management institute,synonym
5307,oracle partner network,opn,synonym
5308,opn,oracle partner network,synonym
5309,swarm technology,locust,synonym
5310,msps,it,sibling
5311,federal register notice,frn,synonym
5312,frn,federal register notice,synonym
5313,advanced systems laboratory,atas,synonym
5314,atas,advanced systems laboratory,synonym
5315,controller managed spacing,cms,synonym
5316,cms,controller managed spacing,synonym
5317,cms,content managment system,synonym
5318,uam,utm,sibling
5319,uam,urban air mobility,synonym
5320,commercial vehicle operations,cvo,synonym
5321,cvo,commercial vehicle operations,synonym
5322,miso,mimo,sibling
5323,miso,multi input single output,synonym
5324,mimo,miso,sibling
5325,mimo,multi input multi output,synonym
5326,japan air self defense force,jasdf,synonym
5327,jasdf,japan air self defense force,synonym
5328,unmanned aviation system,uas,synonym
5329,natick soldier system center,nssc,synonym
5330,nssc,natick soldier system center,synonym
5331,committee on publication ethics,cope,synonym
5332,cope,committee on publication ethics,synonym
5333,unicef,hong kong,synonym
5334,hong kong,unicef,synonym
5335,hong kong,hk,synonym
5336,hong kong,personal data,ancestor
5337,overseas development institute,odi,synonym
5338,odi,overseas development institute,synonym
5339,distributed system architecture,dsa,synonym
5340,dsa,distributed system architecture,synonym
5341,area control centers,accs,synonym
5342,accs,area control centers,synonym
5343,compact fluorescent lamp,cfl,synonym
5344,cfl,compact fluorescent lamp,synonym
5345,internet explorer,ie,synonym
5346,ie,internet explorer,synonym
5347,ie,increased endurance,synonym
5348,pa,precision agriculture,synonym
5349,electric cars,consumer electronics,sibling
5350,electric cars,mobile phones,sibling
5351,consumer electronics,electric cars,sibling
5352,consumer electronics,mobile phones,sibling
5353,position hold,waypoint mapping,sibling
5354,position hold,return to home,sibling
5355,position hold,altitude hold,sibling
5356,waypoint mapping,position hold,sibling
5357,waypoint mapping,return to home,sibling
5358,waypoint mapping,altitude hold,sibling
5359,of aviation medicine,aam,synonym
5360,of aviation medicine,oam,synonym
5361,aam,of aviation medicine,synonym
5362,behavior driven development,bdd,synonym
5363,bdd,behavior driven development,synonym
5364,video analytics,object counting,ancestor
5365,video analytics,number plate recognition,ancestor
5366,object counting,number plate recognition,sibling
5367,mobile launcher,ml,synonym
5368,ml,mobile launcher,synonym
5369,ml,machine learning,synonym
5370,sport pilot certified flight instructor,cfis,synonym
5371,cfis,sport pilot certified flight instructor,synonym
5372,hydrogen release compound,hrc,synonym
5373,hrc,hydrogen release compound,synonym
5374,rapid refresh,rap,synonym
5375,rap,rapid refresh,synonym
5376,specific ports,ftp,ancestor
5377,joint model,jm,synonym
5378,jm,joint model,synonym
