RELATION,LEFTTERM,RIGHTTERM,COUNT
synonym,new york university,NYU,1
synonym,joint robotics program master plan,JRPMP,1
sibling,application programming interfaces,software developer,1
synonym,laser lightning rod,LLR,1
synonym,OTA,over the air,1
synonym,virtual interface,VI,1
synonym,peace research institute oslo,PRIO,1
ancestor,industry analysts,carl sapers,1
synonym,automated radar terminal system,ARTS,1
ancestor,robotics researchers,stephen hawking,1
synonym,unmanned areal systems,UAS,1
ancestor,intelligent flight,intelligent flight mode,1
synonym,process control block,PCB,1
ancestor,small uas,model aircraft,1
sibling,mobile phones,consumer electronics,1
synonym,drone advisory committee,DAC,1
synonym,extended kalman filters,EKFs,1
ancestor,heterogeneous platforms,FPGAs,1
synonym,internet of thing,IoT,1
synonym,central indian tectonic zone,CITZ,1
sibling,private property,civil liability,1
synonym,new car assessment program,NCAP,1
synonym,pulse trilateration automatic vehicle monitoring,AVM,1
sibling,avoid obstacles,easily track,1
sibling,visualization software,video wall,1
ancestor,formal verification,model checking,1
sibling,aerial photography,aerial cinematography,1
synonym,enemy air defenses,SEAD,1
synonym,service oriented architectures,SOA,1
sibling,unmanned aircraft,autonomous control,1
synonym,parimal kopardekar,PK,1
synonym,air traffic control specialists,ATCSs,1
synonym,heidke skill score,HSS,1
sibling,ISO,IEEE,1
synonym,able bodied,AB,1
ancestor,drone operators,minneapolis based,1
synonym,frequency hopping spread spectrum,FHSS,1
synonym,AOC,manned aviation,1
synonym,passive lumbar extension,PLE,1
synonym,advanced weather interactive processing system,AWIPS,1
synonym,new equipment training,NET,1
sibling,radio communications,emergency procedures,1
synonym,robotics lab,CSAIL,1
synonym,visual line of sight,BVLoS,1
synonym,vsphere standard switch,VSS,1
synonym,aviation authority,CAA,1
synonym,mafic dikes,ne brazil,1
synonym,technology competency center,TCC,1
sibling,oil spills,search and rescue,1
synonym,US,VI,1
ancestor,state laws,reckless endangerment,1
synonym,PMs,private messages,1
synonym,automated export system trade interface requirements,AESTIR,1
synonym,arizona department of transportation,ADOT,1
synonym,geostationary operational environmental satellite,GOES,1
synonym,object model,COM,1
synonym,managed extensibility framework,MEF,1
synonym,zed attack proxy,ZAP,1
sibling,infrared sensors,phased array radar,1
synonym,graphics processing units,GPU,1
synonym,national research council,istc cnr,1
synonym,national airspace system status information,NASSI,1
ancestor,sensing technologies,smart materials,1
ancestor,SDK,valve developer tools,1
ancestor,SEO,technical marketing,1
synonym,regolith volatiles characterization,RVC,1
synonym,airliner cabin environmental research,ACER,1
synonym,good clinical practices,GCP,1
ancestor,long term,replacement propellers,1
sibling,alkali bees,bumble bees,1
synonym,markup language,XML,1
ancestor,weather monitoring,air speed,1
synonym,multi function active sensor,MFAS,1
synonym,eu aviation safety agency,EASA,1
synonym,dubai silicon oasis authority,DSOA,1
sibling,restful api,soap web services,1
synonym,technology capability level,TCL,1
synonym,bayesian belief network,BBN,1
synonym,unmanned aerospace studies,UAS,1
synonym,nearest neighbors,NN,1
synonym,puget sound,WA,1
synonym,attitude sensor package,ASP,1
synonym,common access card,CAC,1
sibling,mission planning,fully autonomous,1
synonym,external usenet,NNTP,1
synonym,mobile service robot,MSR,1
synonym,general public license,GPL,1
synonym,wetland rapid assessment procedure,WRAP,1
ancestor,multiple missions,aerial reconnaissance,1
synonym,federal motor carrier safety administration,FMCSA,1
ancestor,poor weather conditions,reduced visibility,1
sibling,ETT,RNA,1
sibling,multimedia editing,scientific computing,1
synonym,togaf framework,the open group architecture framework,1
synonym,MAV,micro aerial vehicles,1
synonym,outlook web access,OWA,1
synonym,uniform mitigation assessment method,UMAM,1
synonym,UNITE,uav national industry team,1
synonym,vortex lattice model,VLM,1
synonym,central volcanic zone,CVZ,1
sibling,GSM,CDMA,1
synonym,other government agencies,OGA,1
ancestor,CRM,enterprise solutions,1
ancestor,application logic,month end,1
synonym,oblique active tilting,OAT,1
synonym,FACE,future airborne capability environment,1
synonym,ozone depleting substances,ODS,1
synonym,unmanned airborne vehicles,UAV,1
ancestor,user groups,AIA,1
synonym,carbon fiber reinforced plastic,CFRP,1
sibling,cyber security,UAV,1
ancestor,industrial applications,inspecting power lines,1
synonym,linear individual pitch control,LIPC,1
synonym,rapid prototyping event,RPE,1
synonym,intelligence systems support office,ISSO,1
sibling,odbc drivers,teradata odbc,1
synonym,user workflow requirements,business processes,1
sibling,beyond visual line of sight,autonomous flight,1
synonym,south american,SOAM,1
synonym,internationalized resource identifiers,IRIs,1
synonym,low altitude airspace notification capability,LAANC,1
synonym,physical downlink shared channel,PDSCH,1
synonym,iot device,mqtt client,1
synonym,dual processing theories,DPT,1
synonym,network centric operations,NCO,1
sibling,DSL,VPN,1
sibling,financial modeling,scientific computing,1
sibling,threat detection,situational awareness,1
sibling,ECC,CRM,1
ancestor,humpback whales,marine animals,1
synonym,composite affordability initiative,CAI,1
sibling,wind speeds,visibility conditions,1
synonym,national board professional teacher standards,NBPTS,1
synonym,flight sim,HDMI,1
synonym,high resolution rapid refresh,HRRR,1
sibling,infrastructure inspection,geo spatial mapping,1
synonym,north atlantic craton,NAC,1
ancestor,auxiliary systems,control systems,1
synonym,defense sciences engineering division,DSED,1
synonym,forced knee extension,FKE,1
synonym,eastern alkaline province,EAP,1
synonym,individual instability exponents,IIEs,1
synonym,federal airworthiness regulations,FAR,1
sibling,transferring data,receiving responses,1
ancestor,latest technologies,FLEX,1
synonym,foreign nationals,FNs,1
synonym,receiver signal strength indicator,RSSI,1
synonym,hamilton pilot training system,HPTS,1
synonym,rogue state media,RSM,1
synonym,accounting office,GAO,1
synonym,coastal zone management,CZMA,1
synonym,system development life cycle,SDLC,1
synonym,field service representative,FSR,1
synonym,step s406,step s410,1
synonym,least significant byte,LSB,1
synonym,north west frontier province,NWFP,1
synonym,ESC,electronic speed controller,1
sibling,agricultural surveys,package deliveries,1
sibling,AWS,NGC,1
synonym,common configuration enumeration,CCE,1
synonym,MVC,model view controller,1
synonym,threat detection system,TDS,1
ancestor,programming languages,BPEL,1
sibling,internal combustion engines,fuel cells,1
synonym,electronic speckle pattern interferometry,ESPI,1
synonym,multi purpose,ER/MP,1
sibling,return to home,altitude hold,1
synonym,research libraries uk,RLUK,1
synonym,mobile datacomm,MDC,1
sibling,daytime operations,visual line of sight,1
synonym,ecological marine unit,EMU,1
synonym,code excited linear prediction,CELP,1
ancestor,weather conditions,high winds,1
synonym,nasa common research model,CRM,1
synonym,enterprise messaging system,EMS,1
synonym,intelligent display series,IDS,1
synonym,israel defence forces,IDF,1
sibling,department of transportation,state fair,1
ancestor,latest technologies,AJAX,1
synonym,japanese ground self defence force,JGSDF,1
ancestor,rock properties,fracture toughness,1
synonym,andrews information systems building,AISB,1
sibling,exception handling,high speed,1
synonym,centralized funds management systems,CFMS,1
ancestor,security measures,remote identification,1
synonym,service provider,text messaging,1
synonym,airline transport,ATP,1
synonym,high definition,FHD,1
synonym,secure socket layer,SSL,1
synonym,tropical rain measuring mission,TRMM,1
sibling,ieee xplore,google scholar,1
synonym,gigabit ethernet,GE,1
ancestor,computational intelligence,artificial neural networks,1
sibling,thermal imaging,night vision,1
synonym,base station,BS,1
synonym,unmanned air system,UAV,1
synonym,general availability,GA,1
synonym,java studio enterprise,JSE,1
synonym,GHz,ka band,1
synonym,british royal navy,RN,1
ancestor,"12,000 attendees",IT,1
synonym,supplier code number,SCN,1
synonym,original equipment manufacturers,OEMs,1
synonym,maritime applied physics corporation,MAPC,1
synonym,desktop application,windows forms application,1
synonym,compact laser weapons system,CLWS,1
ancestor,pakistani extremists,baitullah mehsud,1
synonym,american helicopter society,AHS,1
synonym,long endurance marine unmanned surface vehicle,LEMUSV,1
synonym,programmable logic arrays,PLA,1
ancestor,crime scenes,barricade situations,1
synonym,advanced driver assistance systems,ADAS,1
sibling,fault tolerant,load balanced,1
sibling,agricultural surveys,forest management,1
synonym,lighting imaging sensor,LIS,1
ancestor,UML,visual tools,1
synonym,explosively formed projectiles,EFPs,1
synonym,fédération aéronautique internationale,FAI,1
synonym,aerial sensor networks,ASNs,1
sibling,UPS,DHL,1
synonym,unified autopilot interfaces,UAI,1
sibling,month end,quarter end,1
synonym,miniature air launched decoy,MALD,1
synonym,beyond visual line of sight,BVLoS,1
synonym,national security agency,NSA,1
synonym,effort reporting system,ERS,1
ancestor,mobile force protection,counter unmanned air systems,1
ancestor,data structure,JSON,1
synonym,general motors,GM,1
synonym,hazardous materials,HAZMAT,1
synonym,grand forks,north dakota,1
synonym,concurrent engineering,CE,1
synonym,computational intelligence,CI,1
synonym,empirical matched field processing,EMFP,1
sibling,PCI,ISO,1
synonym,core network,CN,1
synonym,air traffic control centers,ATC,1
synonym,downward facing camera,M200,1
sibling,XT60,charger cables,1
synonym,air operations center,AOC,1
synonym,long beach,CA,1
synonym,rapid reaction technology office,RRTO,1
synonym,sensor systems,CANVASS,1
synonym,human autonomy teaming,HAT,1
synonym,system on module,SOM,1
synonym,federal aviation association,FAA,1
synonym,home altitude,HA,1
ancestor,FPGAs,heterogeneous platforms,1
synonym,SMS,safety management system,1
synonym,north texas,UNT,1
sibling,hand gesture recognition,APAS,1
synonym,directed energy systems,solid state lasers,1
synonym,colored dissolved organic matter,CDOM,1
synonym,lieutenant colonel,GS,1
synonym,airborne signals intelligence payload,ASIP,1
sibling,MALE,HALE,1
synonym,intelligent transport systems,ITS,1
ancestor,FBI,US,1
ancestor,based languages,ms windows,1
synonym,essential safety requirements,ESR,1
synonym,agriculture research service,ARS,1
ancestor,northern california,spatial distribution,1
synonym,XSD,xml schema,1
synonym,intrusion prevention systems,IPSs,1
synonym,advanced video coding,AVC,1
synonym,semi global block match,SGBM,1
synonym,multispectral camera,NDVI,1
synonym,aerial vehicles,UCAVs,1
synonym,wet conditions,water resistant,1
synonym,OSD,on screen display,1
sibling,air defense,electronic warfare,1
synonym,plat pays volcanic complex,PPVC,1
sibling,progress reports,raw data,1
synonym,macbook pro,retina display,1
synonym,counter terrorism,CT,1
synonym,national uas standardized testing and recording,NuSTAR,1
synonym,common log format,CLF,1
synonym,OID,LDAP,1
synonym,in orbit validation,IOV,1
synonym,bring your own license,BYOL,1
sibling,SBIR,STTR,1
synonym,voice over ip,VOIP,1
synonym,explosive detectionsystems,EDS,1
sibling,model based,object oriented design,1
synonym,europe union,EU,1
ancestor,output formats,EPUB,1
synonym,remotely piloted vehicles,RPVs,1
synonym,lone star unmanned aircraft systems center,LSUASC,1
synonym,process knowledge systems,PKS,1
sibling,target illumination,communications relay,1
sibling,transferring data,issuing commands,1
sibling,DDS,MSMQ,1
ancestor,autonomous weapons systems,unmanned aerial,1
synonym,residential energy consumption surveys,RECS,1
synonym,business case analysis,BCA,1
synonym,storage devices,SSDs,1
synonym,advanced traveler information system,ATIS,1
synonym,driving while intoxicated,DWI,1
sibling,ICE,border patrol,1
sibling,counter uas technology,autonomous vehicles,1
sibling,search and rescue,homeland security,1
synonym,east rift zone,ERZ,1
sibling,FAA,ONERA,1
synonym,visual met conditions,VMC,1
synonym,federated universal synchronization engine,FUSE,1
synonym,creative electronic systems,CES,1
sibling,search and rescue,animal surveys,1
synonym,fixed base operation,FBO,1
sibling,construction site monitoring,aerial surveying,1
synonym,oracle fusion middleware,OFM,1
synonym,NAS,national airspace,1
synonym,small uas,unmanned aircraft systems,1
synonym,national defence,south korea,1
synonym,deutsche flugsicherung,DFS,1
synonym,basic fighter maneuvers,BFM,1
synonym,of economic adjustment,OEA,1
synonym,generalized exponential markov,GEM,1
sibling,fixed wing,autonomous flight,1
synonym,working group,ucs wg,1
sibling,flying car,passenger drone,1
sibling,bridge inspections,search and rescue,1
synonym,unmanned logistics air vehicle,ULAV,1
ancestor,sensing technologies,MEMS,1
ancestor,key components,aviator problem solving,1
synonym,closed circuit television cameras,CCTVs,1
synonym,international aviation safety assessment,IASA,1
sibling,sql scripts,ssis log,1
synonym,spiral tracks,noise generator,1
synonym,cloud native computing foundation,CNCF,1
sibling,aerial photography,low level,1
synonym,million cubic meters,MCM,1
sibling,upper mantle,lower crustal,1
